customer_id,Segment_D4,cluster,cluster_name,recommended_action,Recency,Frequency,Monetary
C0474,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",37,6,20611
C0218,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,43,11,34513
C0912,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,44,1,8981
C1205,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",107,2,8306
C1012,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",82,1,26325
C1459,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,286,1,6634
C0094,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,11,63067
C1009,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,46,0,62506
C1071,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,107,0,11968
C0697,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,20,11,12784
C0997,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,92,3,19253
C0154,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,19,3,28776
C1300,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",53,3,36725
C1498,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",106,2,6809
C0790,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,12,9,20205
C0581,G2 Loyal,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",40,10,28077
C0704,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,2,7,44215
C1259,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",98,0,25643
C0488,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,1,11,102524
C0560,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,26,9,7366
C0802,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,26,7,33835
C0513,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",36,7,18353
C0634,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,25,7,13305
C1111,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,114,3,14047
C1472,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,290,0,7773
C0791,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,33,6,59089
C0117,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,25,10,85465
C0741,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,10,22765
C1082,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",63,3,28306
C0831,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,14,21136
C0120,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,13,48041
C0657,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,51,7,10479
C0636,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,13,7,11186
C0370,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,34,11,20285
C0269,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,31,10,87517
C0656,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,20,6,84561
C0936,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",64,3,13742
C0823,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",26,8,19452
C0867,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,7,10,28110
C0047,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,19,84176
C1291,G6 At Risk,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",91,4,20874
C0992,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",68,3,7318
C0877,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,11,22537
C0774,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,9,39094
C1500,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",124,1,9613
C0005,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,23,47482
C1004,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,74,3,50783
C1302,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,87,1,6351
C0264,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",16,7,28140
C1334,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",70,3,34875
C1443,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,323,1,8526
C0444,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,12,8,62885
C1003,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,108,3,8929
C1078,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,81,1,30592
C0838,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,17,6,27883
C1340,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",79,5,12519
C0305,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,35,9,16573
C1175,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",59,2,4726
C0314,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,32,4,45605
C0150,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,14,69149
C0575,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",36,6,22961
C0051,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,22,36410
C1415,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,97,1,4157
C0727,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,32,7,51444
C0834,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,11,38139
C1116,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",73,0,9450
C0471,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,8,31989
C0972,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",109,3,9673
C0654,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,34,6,88082
C0400,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,46,6,89196
C0512,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,39,6,34547
C0321,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,22,8,32271
C0020,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,10,73416
C0685,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,25,8,39924
C0036,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,14,23603
C0903,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,56,2,9761
C0828,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,39,8,39187
C1345,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,71,2,23920
C0408,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,20,9,28609
C0921,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",100,4,2982
C0538,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",30,8,9032
C0759,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,36,8,14248
C1063,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,98,3,5729
C0246,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,12,10,16060
C1128,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",99,2,25806
C0785,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,39,4,77372
C0490,G1 VIP(Champions),2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",30,10,55950
C0155,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,38,7,47322
C0962,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",62,1,33330
C0854,G1 VIP(Champions),2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",24,11,45202
C0626,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,10,102130
C0686,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,6,44198
C0570,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,4,7,59082
C1427,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,166,2,5792
C0018,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,20,17,69880
C0128,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,9,68982
C0928,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",114,1,8918
C0981,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,78,0,23014
C1470,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,188,0,9969
C0191,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",33,7,17090
C1140,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",84,1,31889
C0993,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,67,0,13867
C1464,G7 Hibernating,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,219,0,24063
C1252,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",94,4,8181
C0607,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,39,5,36802
C0181,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,33,6,61587
C0302,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,11,53446
C0497,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,24,10,92418
C1315,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,116,2,17604
C1256,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",107,3,42818
C1238,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,61,0,11647
C0518,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,31,6,24948
C1070,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",83,4,9085
C0477,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,32,9,19923
C0158,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,11,30706
C1196,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",86,4,15913
C0017,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,7,14,31015
C1073,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",100,2,9064
C0547,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,43,11,76096
C0659,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,19,7,27839
C1227,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",103,2,9678
C1020,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,87,0,14330
C1319,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,51,3,11260
C0960,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,93,1,24425
C1410,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,189,1,15894
C0284,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,20,10,55310
C0798,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,40,6,42919
C0226,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",8,10,13088
C0027,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,22,18,84132
C0438,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,9,43387
C1458,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,158,0,2895
C0230,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",15,6,10137
C0038,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,21,34612
C0750,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",19,7,11898
C1046,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",103,1,9709
C0470,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,24,5,50049
C1279,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",118,3,14628
C1473,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,207,1,9127
C0688,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,5,5,26808
C1379,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,207,0,13230
C0640,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",24,5,7951
C1417,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",120,0,6215
C1219,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",52,0,13196
C1159,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",92,2,55938
C1251,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",60,5,10897
C1440,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,299,2,8416
C0801,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,34,7,17740
C0161,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,40,8,66045
C0957,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",93,1,19987
C1187,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,51,5,57705
C0822,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,29,13,45252
C1271,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",60,2,12943
C0878,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,21,10,46486
C0914,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",56,1,6863
C0153,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,16,5,42233
C1374,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,252,0,10712
C0510,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,10,29244
C1136,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",75,2,9916
C1322,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",48,3,14469
C0104,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,8,11,41706
C0587,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,28,9,21268
C1329,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,96,2,18526
C1144,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",102,2,8085
C0054,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,12,75752
C0152,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,34,11,61336
C0404,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,15,5,20532
C1455,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,100,1,11336
C0208,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,47,7,89915
C1418,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,289,1,9482
C1123,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",94,3,8518
C0009,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,11,104647
C1015,G6 At Risk,3,穩定中段,推次高規則 + 定期 Banner 維繫,78,4,59626
C1344,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",83,2,10156
C1061,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",58,2,24882
C0453,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,10,36920
C0254,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,10,45797
C0897,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,46,7,42554
C1309,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,42,3,19671
C0881,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,11,51911
C1428,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,184,0,15751
C0624,G2 Loyal,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",41,7,33496
C0346,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,12,54312
C1287,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",49,1,24159
C0263,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",20,5,7673
C0151,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,41,11,62318
C0473,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,3,7,52100
C0641,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",27,8,17885
C1485,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,354,1,8046
C1411,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,226,0,9239
C0551,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,41,7,15515
C0929,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",52,0,14377
C0489,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,17,9,17732
C1357,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,230,3,9737
C1172,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",52,3,50957
C0147,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,11,41657
C0403,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,31,10,53344
C0955,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",76,0,26269
C1406,G7 Hibernating,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,253,0,24796
C0660,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,25,9,67493
C0464,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,8,92732
C0187,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,18,8,107259
C1148,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",117,3,39160
C1225,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,112,0,8643
C0609,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,28,10,42569
C0144,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,2,10,40846
C0752,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,35,5,27420
C0982,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",53,4,14937
C0198,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,33,10,51811
C0884,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,21,8,39472
C0280,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,7,51126
C0294,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,38,7,18411
C1365,G7 Hibernating,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,214,0,27236
C0401,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,13,50051
C0123,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,8,7,22522
C1208,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",96,1,13499
C0203,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",15,5,38120
C0836,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,24,10,15675
C0247,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",33,6,40268
C1423,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,344,3,4121
C1409,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,336,0,4171
C1154,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,106,1,31921
C0385,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,45,9,32749
C1323,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,105,2,10764
C0855,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,24,12,125482
C0220,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,24,6,33871
C0642,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,18,5,32265
C0002,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,2,8,7500000
C0113,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,8,71247
C0699,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,24,6,65883
C1432,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,199,1,19670
C0952,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",63,1,5661
C1318,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,48,2,21888
C1292,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,102,4,16715
C1354,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,229,2,5523
C0442,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,41,3,65962
C1137,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,99,2,35427
C1257,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,97,1,33228
C0664,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,11,7,24899
C1373,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,360,1,8726
C1258,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",99,1,7304
C1332,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,42,3,26655
C0318,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,30,8,17361
C0649,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,4,7,145945
C0710,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,14,8,24294
C1283,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",96,4,7644
C0973,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,70,4,7302
C0628,G6 At Risk,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",48,13,51693
C0633,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,7,8,41305
C1307,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",47,2,35127
C1249,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",35,2,18606
C1462,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,269,0,14072
C1255,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,56,0,15144
C1384,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,144,2,5055
C0796,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,11,208171
C0646,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,11,6,15916
C1013,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,37,4,11715
C0557,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,33,5,28767
C0682,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,39,8,44758
C0578,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,8,8,6794
C1110,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",108,1,8450
C1267,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",110,3,26323
C1184,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",45,4,62973
C0525,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,11,79360
C1060,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,50,3,12098
C0541,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,28,9,37421
C1195,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,101,5,9579
C0749,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,48,8,60652
C1387,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",136,3,6289
C0485,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,4,89509
C0096,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,8,13,166971
C1021,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,69,1,19168
C0564,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,8,30742
